,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
8747,40,1,5,Austin,16-May,"This bright private room is full of greenery, a pillow top queen size bed and private attached full bathroom. Let the sun wake you up and inspire a beautiful Austin day!","Hippy, happy, queen size escape",https://www.airbnb.com/rooms/19508462?location=Buda%2C%20TX,May,2016,[78748]
8748,185,3,5,Austin,15-Sep,"My place is close to Satellite Bistro &amp; Bar, District Kitchen + Cocktails, H-E-B, Santa Rita Tex-Mex Cantina, South, Alamo Draft House, Walgreens, Wild Flower Center, Close to Hiking/jogging trails. It is located in a great small, quiet neighborhood just minutes off Loop 1/MOPAC. You can walk to just about everything listed above. My home is well designed and comfortable. Great Backyard. My place is good for couples, solo adventurers, and business travelers.",Great Location- Very Comfortable Home,https://www.airbnb.com/rooms/8172784?location=Bee%20Cave%2C%20TX,September,2015,[78749]
8753,65,0,4,Cedar Park,14-Jun,"Fully furnished private studio apartment in gated complex. Brand new queen size bed. Comfortable sectional couch in living room. Has everything you need for your stay! Tons of space for a studio!\n\nGreat amenities included - Gym, infinity pool, business center. Reserved covered parking spot included.",Luxury Furnished Studio Apartment,https://www.airbnb.com/rooms/17918309?location=Bertram%2C%20TX,June,2014,[78613]
8757,195,4,7,Buda,9-Sep,"Located in the Austin/Buda area in a nice neighborhood makes this home perfect for corporate, families, or groups of friends working, visiting, or vacationing the Austin San Antonio area. The home accommodates 8 people nicely with roomy bedrooms and ample bathrooms.\r\n\r\nThis quiet residential neighborhood provides immediate access to the I-35 corridor north for a quick drive to downtown Austin, and less than one hour drive South to San Antonio. Shopping and Dining spots only a couple of miles away, including Outlet Mall.\r\n\r\nDowntown Buda is perfect for historic sight seeing and dining in quaint cafes.You will find dining spots such as Cracker Barrel and Logan's Steakhouse just off I 35. Be sure to visit Cabella's the worlds foremost outfitter for an adventure designed to entertain and educate you about the great outdoors, and adventure you will never forget. Short or Long Term. \r\nJust 15 minutes south of Austin.","BUDGETARY, GREAT, SPACIOUS, 4 BR HOME FURNISHED",https://www.airbnb.com/rooms/766305?location=Buda%2C%20TX,September,2009,[78610]
8769,66,0,6,Austin,14-Oct,"Cute 200sqft Studio Space with Full/Double Bed &amp; Kitchen with Stove, adorned with art by local artists. Safe and quiet neighborhood, close to hip NoLo area in Central Austin. Walking distance to coffee shops, vintage shopping, dining, + bus line two blocks away.",Cute Studio with Kitchen & Patio,https://www.airbnb.com/rooms/6849900?location=Cedar%20Park%2C%20TX,October,2014,[78752]
8771,79,1,6,Austin,17-May,"Gorgeous 1 bed 1 bath apartment with balcony view! In downtown Austin! 5 min drive from 6th Street/ Town Lake, &amp; Rainey Street. Average cost for a RideShare if you don't have a car to downtown nightlife is $6.",Gorgeous Entire 1B/1B Downtown Austin Apt!!,https://www.airbnb.com/rooms/19473001?location=Cedar%20Park%2C%20TX,May,2017,[78705]
8777,65,1,8,Cedar Park,15-Jul,"The Burgundy room is cozy and has a queen sized bed suitable for two persons. The bathroom has a shower/tub. Get a good nights sleep and enjoy a big country breakfast in the morning before exploring nearby Austin. FYI, If more space is needed, I have another room which can accommodate 3 persons and another area which works well for one person. Each space needs to be reserved separately. The entire loft area can accommodate 6 persons comfortably. Thank you for choosing my B and B.","Burgundy Room Bed and Breakfast near Austin, TX",https://www.airbnb.com/rooms/8411669?location=Cedar%20Park%2C%20TX,July,2015,[78613]
8778,25,0,4,Austin,16-Feb,Great room in a sweet little house Northwest of campus. The house is shared with 3 other who will be in and out for the summer. Affordable and convenient location available June and July. I would prefer a monthly or longer term renter for logistics. Hope to hear from you :),Private Room Northwest Campus,https://www.airbnb.com/rooms/18653019?location=Cedar%20Park%2C%20TX,February,2016,[78705]
8796,190,3,8,Cedar Park,15-Jun,"Great neighborhood (home is in a cul de sac), 10 minutes from Lake Travis and 25 to Austin. Perfect for a long weekend, boating at the lake, hanging out in Austin or just to relax in the greatest part of Texas.",3 bd home - close to Lake Travis!,https://www.airbnb.com/rooms/6723672?location=Cedar%20Park%2C%20TX,June,2015,[78613]
8806,52,2,11,Cedar Park,13-May,"Spacious, open floor plan, minimalist decor, comfortable and definitely DOG friendly. House is quit, 2 levels, has small doggie door and very new and clean! Locked garage, fenced in yard and gas grill.",July 17- Aug 8 available Close to New Hope and 183,https://www.airbnb.com/rooms/19476456?location=Cedar%20Park%2C%20TX,May,2013,[78613]
8810,74,0,2,Austin,13-Sep,Our studio apartment in our renovated Austin bungalow is ready for guests! It sleeps 2 - 4 adults comfortably and is great for a family with kids as well.,Elwood Studio,https://www.airbnb.com/rooms/1622688?location=Cedar%20Park%2C%20TX,September,2013,[78722]
8812,110,1,8,Austin,12-Jan,"ON THE LAKE!! Large bdrm w/private bath across the hall.Walk out to common deck from your bdrm and down the stairs to fish, swim &amp; kayak off our dock.KAYAK IS FREE! Great view in the trees with a Texas BNB ambiance. Texas wineries &amp; live music near by. Market, coffee shop, massage, and restaurants all across RR620. Downtown average 30 mins. away. Parks, trails, zipline, boat rentals and the Oasis are close by.The kitchen and grills are yours to use. Parking, washer/dryer, and more.","WATERFRONT ON LAKE TRAVIS!!! Kayak, fish, & swim!",https://www.airbnb.com/rooms/5606440?location=Cedar%20Park%2C%20TX,January,2012,[78732]
8833,150,1,6,Austin,15-Feb,"Beautiful, environmentally friendly modern home in Westlake Hills. Views of Wild Basin off the expansive 120' deck. Approx. 6 miles to downtown Austin.\nIndividualized aroma therapy along with chemical-free cleaning and personal care products. \nAdditional room (one) in my home is viewable via my profile.",Hill Country Getaway - Master Suite,https://www.airbnb.com/rooms/5558324?location=Cedar%20Park%2C%20TX,February,2015,[78746]
8834,30,1,8,Cedar Park,17-May,"Spacious, clean apartment in Cedar Park/North Austin. One large master bedroom available with bathroom and walk-in closet. The kitchen, dining area, and living room are also all yours during your stay. :) \n\nYou're welcome to use wifi, washer/dryer (in apartment), and pool (on grounds).\n\n25 min from downtown Austin. Walking distance from grocery, Walgreens, Sbux, and several restaurants.\n\nWe have a dog, but he'll be out of town with us. There's some road noise, but a fan drowns it out easily.","Spacious, Clean Apartment: Cedar Park / N. Austin",https://www.airbnb.com/rooms/18841510?location=Cedar%20Park%2C%20TX,May,2017,[78613]
8843,65,1,3,Austin,16-Apr,"Upstairs studio with private balcony. Bright and airy space! Newly constructed detached space above the garage gives you lots of privacy from the residence. Located just North of Hyde Park &amp; UT Campus. Large room with seating area, queen bed, office nook, full bath with soaking tub, coffee maker, mini-fridge, microwave, cable TV &amp; WIFI. Walking distance from neighborhood bars, restaurants, the bus line &amp; North Loop shopping district. 5 miles from downtown &amp; 13 miles from Austin Airport.",Urban Tree House,https://www.airbnb.com/rooms/12549235?location=Cedar%20Park%2C%20TX,April,2016,[78751]
8853,399,3,9,Austin,16-Jul,"My place is close to Austin-Bergstrom International Airport, Hyatt Regency Lost Pines Resort and Spa, COTA (Circuit of the Americas &amp; 360 Amphitheather), NLAND Surf Park, Next Level Ride (cable wake water park) &amp; McKinney Falls State Park. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.","Your Home Away From Home - Entire 2,200 SF",https://www.airbnb.com/rooms/16275174?location=Cedar%20Creek%2C%20TX,July,2016,[78617]
8860,72,3,3,Cedar Park,14-Apr,"Enjoy your privacy in a nice and comfy apartment in a gated community along with a free access to pool, gym, clubhouse and lots of parking.this community is close by to Lakeline Mall and to shopping plaza.",The Lodge apartment,https://www.airbnb.com/rooms/19091923?location=Cedar%20Park%2C%20TX,April,2014,[78613]
8872,35,1,7,Austin,17-Jan,"Our place is very quiet and clean. Comfy queen sized bed and black-out curtain on the window so you can sleep in without with sun waking you.\n\nWe are off the beaten path, in a quiet neighborhood east of Austin. A short drive 15-30 minutes (depending on where you are headed and when) to a ton of great Austin sites and sounds. \n\nOur place is perfect if you are looking for a comfortable, clean, quiet private room.","Comfy, Quiet Private Room with Late Check-Out",https://www.airbnb.com/rooms/16827574?location=Cedar%20Creek%2C%20TX,January,2017,[78725]
8883,40,1,4,Austin,16-Sep,"You’ll love my place; clean, nicely decorated, quiet neighborhood. I am close to the Austin Airport, the COTA F1 Race Track, and an easy drive to the Downtown Austin Music Scene. My place is good for couples.",Lannie's Place Bedroom 1,https://www.airbnb.com/rooms/15281219?location=Cedar%20Creek%2C%20TX,September,2016,[78725]
8891,84,2,2,Austin,15-Feb,My amazing 2 bedroom unit is part of an incredible duplex and is within 15 mins of the airport and downtown Austin. Enjoy this unit's incredible outdoor space and be in the hustle and bustle of downtown in a flash.,Eclectic escape,https://www.airbnb.com/rooms/17420088?location=Cedar%20Park%2C%20TX,February,2015,[78723]
8896,75,2,4,Austin,15-May,"Serenity, a light-filled tiny house, is perfect for a week or weekend away. It's approximately 300 square feet, has a full kitchen and bath, two lofts to accommodate guests (one of which is a TV lounge), and wifi. It's close to Circuit of the Americas race track &amp; the airport which is convenient if you'll be forgoing a rental car in favor of Uber or RideAustin, and it's only a 15-20 minute drive to downtown Austin and the South Congress area. Experience life in a tiny house &amp; enjoy your visit!",Serenity: A Tiny House,https://www.airbnb.com/rooms/17479767?location=Cedar%20Creek%2C%20TX,May,2015,[78617]
8918,118,1,11,Austin,17-Jan,"Welcome :)\n\nAn eclectic combination of hip and modern all under one roof.\n\nCool Amenities like Retro Lounge, Super “fly” poolscape consisting of three pools and intriguing Aquatic Wall water feature, Dog Park, outdoor grilling stations, yoga studio, and fitness center.\n\nThe Metro Train is connected to the apartment building and will take you directly to downtown in 8 minutes or less depending on your drop off location. So convenient, no need for a car or anything!",Comfy Flat on the EastSide + a Balcony & by Metro!,https://www.airbnb.com/rooms/18795759?location=Cedar%20Park%2C%20TX,January,2017,[78702]
8925,500,2,5,Austin,13-Aug,"2 bedrooms and 1 full bathroom\nFull kitchen, living room, and back yard with grill\n~12.5 miles to COTA track\n~11.0 miles to Walmart SuperCenter\n~9.2 miles from H-E-B Grocery Center\n~12.0 miles to Downtown\n~8.8 miles to Mueller Regional Shopping District","2br/1bth home for ACL,COTA racing",https://www.airbnb.com/rooms/1588535?location=Cedar%20Creek%2C%20TX,August,2013,[78725]
8926,95,1,5,Austin,15-Sep,Experience #YurtLife without having to drive to Marfa! The best part? It's handcrafted! Centrally located and close to Everything Austin is known for. This Yurt is the first and only INSIDE the city of Austin! Shared with other communal \,Experience Austin Glamping! - #TheUrbanYurt,https://www.airbnb.com/rooms/18264271?location=Cedar%20Park%2C%20TX,September,2015,[78751]
8931,300,2,6,Austin,14-Sep,Basically a place to stay and relax.,Close to F1 a family home,https://www.airbnb.com/rooms/15589479?location=Cedar%20Creek%2C%20TX,September,2014,[78725]
8959,50,1,4,Cedar Park,14-Dec,"A 3600 sq ft single family house with 4 private bedrooms to share in Cedar Park. 3 miles to Austin metro rail Lakeline station, get to downtown Austin/UT campus in 25 mins. \nWill also provide Lyft service around the areas.",4 beautiful bedrooms available,https://www.airbnb.com/rooms/4869070?location=Bertram%2C%20TX,December,2014,[78613]
8962,40,1,5,Austin,15-May,"1 bedroom (twin bed) and full bath in north Austin, in this 2/2 apt., near easy rail commute (Howard Station)\n\nYou can visit the pool, hot tub or workout room, Then relax on the private balcony terrace day with your favorite beverage (lots of space in the fridge)\n\n1 bedroom and full bath in north Austin, in this 2/2 apt., near easy rail commute (Howard Station) park on the street after 10 pm.\n\nYou can visit the pool, hot tub or workout room, Then relax on the private balcony terrace day with your favorite beverage (lots of space in the fridge)\n\nNice second floor apartment with balcony Terrace off your bedroom\n\nPool, hot tub, tennis court, workout room\n\nI love a good conversation on just about any topic, but will respect your privacy as well.\n\nIt's easy to grab a train or jump on the Mopac Hwy. or I-35 and get to where you are going\n\nNear the Austin rail line, Howard station\n\nI will have bottled water, also some light breakfast items (cereal, milk, yogurt, fruit....coffee️\n\nPool, hot tub, tennis court, workout room. Parking on street in front of complex after 10 pm\n\nI love a good conversation on just about any topic, but will respect your privacy as well.\n\nIt's easy to grab a train or jump on the Mopac Hwy. or I-35 and get to where you are going\n\nNear the Austin rail line, Howard station...park on the street after 10 pm\n\nI will have bottled water, also some light breakfast items (cereal, milk, yogurt, fruit....coffee️",North Austin near rail line,https://www.airbnb.com/rooms/6583329?location=Cedar%20Park%2C%20TX,May,2015,[78727]
8970,109,1,6,Austin,13-Jan,"Immaculate 1930s garden apartment in Hyde Park. Newly renovated. Open, airy &amp; bright. French doors open onto garden.\nEasy walking distance to shops, restaurants, groceries &amp; UT. \nMake sure to check out the Guidebook.\n",Hyde Park UT 1930s Garden Apartment,https://www.airbnb.com/rooms/1755803?location=Brazos%20River%2C%20TX,January,2013,[78705]
8976,30,1,5,Austin,13-Jul,"A cozy, tranquil home in a tree-lined neighborhood in north Austin. \nRelax in your upstairs guest suite, enjoy the common areas &amp; backyard, or find quick access to major shopping and entertainment districts via both Highway 183 and MoPac.",Spacious & Tranquil Private Suite,https://www.airbnb.com/rooms/19269111?location=Cedar%20Park%2C%20TX,July,2013,[78729]
8977,85,0,7,Austin,13-Feb,"New, comfy &amp; modern. This studio fits 2 people and has beautiful natural light. Includes efficiency kitchen and front porch for chilling out. Quiet, tree-lined street in NE Austin. Close to great restaurants, pools, parks, &amp; 10 min to downtown. ",Fresh + Modern + Bright Tiny House,https://www.airbnb.com/rooms/5171509?location=Cedar%20Park%2C%20TX,February,2013,[78723]
8981,95,3,8,Buda,17-Jan,"Enjoy a private oasis with an incredible poolside view of the Austin city skyline. We're just south of the city, close enough to access amenities, but just removed enough for peace and relaxation. Explore nearly two acres of tree-filled land and a large pool and hot tub. Inside, we have beautiful views of the land from large windows, but cleverly positioned so you won't ever see a neighbor! There are high ceilings, a giant cozy couch, spacious kitchen and bedrooms.","Private Getaway - Pool, Trees, and a View!",https://www.airbnb.com/rooms/16782196?location=Buda%2C%20TX,January,2017,[78610]
8989,39,1,5,Kyle,16-Feb,My home is located in Kyle Texas just 20 minutes south of Austin and 10 minutes north of San Marcos Texas. It is a great place to hang your hat while traveling around Austin and central Texas enjoying the sights and sounds.,Large Private Room and Bathroom,https://www.airbnb.com/rooms/12385552?location=Buda%2C%20TX,February,2016,[78640]
8990,113,0,4,Austin,13-Aug,"Completely renovated 1930's studio behind Austin's best cafe, Cenote! Just east of I-35, walking distance to everything. Free parking. 46\",Cenote Studio right downtown,https://www.airbnb.com/rooms/1499714?location=Brazos%20River%2C%20TX,August,2013,[78702]
8992,125,1,7,Austin,15-Feb," Urban living in the heart of Austin. Downtown Austin and shopping within just minutes from your front door. Enjoy gorgeous nature trails, beautiful relaxing scenery, entertainment! Fully furnished, and all appliances incl. Cable &amp; Wifi incl.\n ","Luxury 1 br, 15 mins from downtown",https://www.airbnb.com/rooms/5403352?location=Buda%2C%20TX,February,2015,[78748]
8997,49,1,9,Austin,16-Feb,"Join us for a relaxing stay in the Sun &amp; Moon Room, comfy with cozy robe(s), soft sheets and a private bathroom with garden tub and separate shower. \n\nWe celebrate your comfort at Casa de Colores!",Sun & Moon Room in ATX with Hot Tub,https://www.airbnb.com/rooms/17697598?location=Buda%2C%20TX,February,2016,[78744]
9003,275,3,3,Manchaca,15-Feb,"Beautiful, art-filled home on acreage perfect for family or small group gatherings, an easy drive to Austin SXSW activities. Three bedrooms, two baths, gated property. Easy portal access via I-35 &amp; tollroads 130/45: AUSTIN 13 miles \nBUDA 4 miles \n ",Hideaway Retreat Headquarters,https://www.airbnb.com/rooms/5382580?location=Buda%2C%20TX,February,2015,[78652]
9005,80,0,3,Austin,14-Sep,Convenient north/central Austin location decorated with rustic \,Chicken Coop Cottage,https://www.airbnb.com/rooms/4227044?location=Cedar%20Park%2C%20TX,September,2014,[78757]
9006,175,2,4,Austin,16-Mar,"South Austin artsy duplex 10 minutes from downtown Austin and Austin-Bergstrom airport this duplex has a 2 bedroom each with a queen size bed and 2 full bathrooms, there is saltillo tile throughout the entire duplex. Ceiling fans in every room..",South Austin Artsy Duplex,https://www.airbnb.com/rooms/11889533?location=Buda%2C%20TX,March,2016,[78748]
9010,120,1,7,Austin,12-Aug,"Our beautiful, minimalist Tiny House is a comfortable home base for tourists and business travelers. We look forward to hosting you in the heart of East Austin, just 1.5 miles from the convention center, and 10 minutes from the airport.",Tiny House: Heart of the East Side,https://www.airbnb.com/rooms/4974255?location=Brazos%20River%2C%20TX,August,2012,[78702]
9013,65,1,8,Cedar Park,15-Jul,"The Burgundy room is cozy and has a queen sized bed suitable for two persons. The bathroom has a shower/tub. Get a good nights sleep and enjoy a big country breakfast in the morning before exploring nearby Austin. FYI, If more space is needed, I have another room which can accommodate 3 persons and another area which works well for one person. Each space needs to be reserved separately. The entire loft area can accommodate 6 persons comfortably. Thank you for choosing my B and B.","Burgundy Room Bed and Breakfast near Austin, TX",https://www.airbnb.com/rooms/8411669?location=Bertram%2C%20TX,July,2015,[78613]
9014,95,2,4,Kyle,15-Oct,Located just south of Austin in the heart of Old Kyle \,Kyle Guest House Charm,https://www.airbnb.com/rooms/11192642?location=Buda%2C%20TX,October,2015,[78640]
9015,90,1,4,Austin,12-Jul,A garden studio in a quiet neighborhood centered in all the best that Austin has to offer!,Sunny Zilker Neighborhood Studio,https://www.airbnb.com/rooms/577499?location=Brazos%20River%2C%20TX,July,2012,[78704]
9022,87,0,5,Austin,13-Aug,"A cozy 1 bed poolside studio suite with a contemporary twist. It comfortably fits 2 and is located in a safe neighborhood, walking distance to fabulous cafes, shops, a spa, a grocery store, and only a 15-20 min drive to downtown - Happiness Abound!",Music Capital's Comfy Studio Suite,https://www.airbnb.com/rooms/5281159?location=Brazos%20River%2C%20TX,August,2013,[78758]
9024,40,1,5,Austin,15-Jul,"Eclectic home 9 miles from down town Austin, one block from public transportation. Colorful, artistic and very homey. Lovingly known as Casa Monarch.\nDepending on traffic..............\n20 minutes away from the Airport\n25 minutes away from Circuit of the Americas\n20 minutes away for down Austin",A Special and Inviting Home,https://www.airbnb.com/rooms/17809662?location=Buda%2C%20TX,July,2015,[78748]
9027,39,1,2,Austin,15-Feb,"This large master suite has a king size bed, and huge closet. Private bathroom with garden tub and separate shower. 7.5 miles from COTA, 10 miles from downtown. 10 mins walk to bus #333. Full sized futon bed available for 3rd and 4th guest.",Master Suite,https://www.airbnb.com/rooms/5455707?location=Brazos%20River%2C%20TX,February,2015,[78747]
9029,98,1,6,Kyle,14-Sep,"Great location! Minutes from I35. 15 miles to Austin, 7 miles to San Marcos. Close to Wimberley, Driftwood, and the Texas Hill Country wine trail. Walk to bars, restaurants, coffee shop, park, and pool.",Stay at Sully's I- Comfy Queen,https://www.airbnb.com/rooms/4029498?location=Buda%2C%20TX,September,2014,[78640]
9034,150,0,3,Austin,17-Apr,900 square foot back house in tarrytown.\n1 1/2 miles from Downtown.\nParking is easy and free.,Hili's Back house,https://www.airbnb.com/rooms/18041548?location=Cedar%20Park%2C%20TX,April,2017,[78703]
9040,400,4,6,Austin,16-Mar,"Private setting , 2 minutes to a Lake Austin neighborhood park complete with a boat ramp, swimming dock, playground basketball, volleyball , horseshoes game courses and grills just steps away. Also, easy access to Downtown Austin and Lake Travis/Lakeway. Large home with huge yard newly remodeled. Privacy, nature on all sides.",Lake Austin/ privacy close to town,https://www.airbnb.com/rooms/11679377?location=Bee%20Cave%2C%20TX,March,2016,[78733]
9041,40,1,7,Austin,16-Oct,"Master bedroom with bathroom, washer/dryer and mounted TV . Walking distance to the domain and only 15 minute drive to downtown Austin.",Domain 1 bed & 1 bath apartment,https://www.airbnb.com/rooms/18341424?location=Cedar%20Park%2C%20TX,October,2016,[78759]
9043,75,1,5,Kyle,15-Sep,Two rooms available. Cal King in larger and New queen in other. Keyless entry for your own code. Wirelss. Laundry. Access to living room for TV.\n\nPricing is per room.,2 choices King or Queen,https://www.airbnb.com/rooms/11257378?location=Buda%2C%20TX,September,2015,[78640]
9059,75,1,5,Austin,13-Feb,"A lovely room in a large, 4 bedrm home. Private entrance w. access code, patio, hardwood floors, private bath, mini-fridge &amp; microwave, . Minutes to downtown music venues, nightlife, gateway to Hill Country wineries.",The Fleur de Lis Room,https://www.airbnb.com/rooms/960435?location=Bee%20Cave%2C%20TX,February,2013,[78736]
9066,180,3,4,Austin,16-Aug,"Welcome to Austin! This house is located in a friendly, quiet neighborhood with many shops and restaurants within minutes and just 10 min from Zilker Park / Town Lake and 15 minutes from downtown. The house itself comfortably sleeps 6 and has a pull out sofa that could sleep an additional 2. There's full kitchen, private backyard, off the street parking, and washer / dryer in the house. It is great for families, groups, or anyone wanting a local Austin experience!",Aunt Grace's Austin Retreat,https://www.airbnb.com/rooms/15215942?location=Bee%20Cave%2C%20TX,August,2016,[78746]
9069,28,1,3,Austin,16-Feb,You both will enjoy a relaxing night in this County Hideout lite up with string lights. The charming bed has a 1930s cast iron frame with a new 10\,Little Texas Hideout,https://www.airbnb.com/rooms/12988990?location=Bee%20Cave%2C%20TX,February,2016,[78749]
9079,43,1,4,Kyle,15-May,"- Located in Kyle, TX, a few miles south of Austin\n- Quiet community called 'Bunton Creek'\n- Friendly neighbors\n- Perfect for rest and relaxation",Private Room in Kyle,https://www.airbnb.com/rooms/17698375?location=Buda%2C%20TX,May,2015,[78640]
9084,120,1,4,Austin,12-Jan,"Fully remodeled 1955 Spartan Mansion with a modern interior, expansive deck, and all the conveniences of a high end hotel. In the center of vibrant east Austin. Walking distance to dozens of bars/eateries. On a large landscaped lot. Very private. ",Modern Spartan Mansion Guesthouse,https://www.airbnb.com/rooms/5083004?location=Brazos%20River%2C%20TX,January,2012,[78702]
9090,90,1,4,Cedar Park,15-Jan,"Secluded Gate House Retreat with easy access to Austin's Downtown, Train and Airport from Cedar Park. Just off Hwy 183, this beautiful and quiet 1 bedroom/1 bath with efficiency Living/Kitchen and large storage closet. Relax in this clean Gatehouse.",The Austin Gate House,https://www.airbnb.com/rooms/5154230?location=Bertram%2C%20TX,January,2015,[78613]
9100,70,1,7,Austin,16-Oct,Located in the heart of Austin this room is close to everything to do! The university is a 15 minute walk away. Downtown with its many offerings is a 5-10 minute rideshare away. Pease park is right down the street to enjoy a beautiful Texas day. Whatever brings you to Austin this is the perfect place for you.,Beautiful Apartment Near UT and Dowtown Austin,https://www.airbnb.com/rooms/17421763?location=Cedar%20Park%2C%20TX,October,2016,[78705]
9104,65,1,5,Austin,14-Oct,"My place is close to the brand new Domain shopping center, I-35, HEB grocery store, and Pflugerville/Round Rock. It is only 4 miles to The Domain and 11 miles to historic 6th Street in Downtown Austin. You’ll love my place because of the location and the ambiance. My place is good for couples, solo adventurers, and business travelers.",Private apartment in North Austin,https://www.airbnb.com/rooms/17509151?location=Cedar%20Park%2C%20TX,October,2014,[78753]
9106,39,1,6,Austin,15-Aug,"Hey! I'm Jeff, and welcome to my home. It's a spacious one bedroom with a hallway bathroom (that's reserved for this and the other Airbnb room). Comfortable King-sized bed. I've lived here in Austin for 6 years, AMA!","Clean, Comfy, King Room at Mueller",https://www.airbnb.com/rooms/7747487?location=Cedar%20Park%2C%20TX,August,2015,[78723]
9111,107,0,6,Austin,11-Jun,"Charming, artsy cottage on a quiet side street in East Austin. Close to downtown, E. 6th St. and Rainey St., Hike and Bike Trail and other attractions. A great jumping-off point to explore the capitol of Texas. Please read below for more details; as with many Airbnb rentals, it has all kinds of idiosyncracies.","Sweet, Sexy Studio in the '02",https://www.airbnb.com/rooms/141550?location=Brazos%20River%2C%20TX,June,2011,[78702]
9113,65,1,4,Austin,16-Jan,"&gt;&gt;&gt; Furnished Room &amp; Private Bath in charming Mid Century Modern decor. This tiny gem is located in peaceful, quiet Oak Hill.\n( Southwest Austin)....",~*~*Mid Century Modern Room~*~*,https://www.airbnb.com/rooms/10379045?location=Bee%20Cave%2C%20TX,January,2016,[78736]
9131,48,1,6,Austin,12-Dec,"- 15-20min drive to downtown &amp; events: F1, ACL, SXSW, Motocross. 10min drive to UT\n- Professionally cleaned every week\n- Booking is guaranteed (\",Memory foam bed - Keyless Entry,https://www.airbnb.com/rooms/1872960?location=Cedar%20Park%2C%20TX,December,2012,[78723]
9132,92,2,8,Austin,12-Jan,"Come stay at our cute 1920's bungalow. Less than 2 blocks from the bus and 3 miles to downtown with restaurants, grocery, bars and more within walking distance. Street or driveway parking provided! Cab rides to downtown for around $10. Comfortable for up to four guests with two queen size beds. Stay here and be close to everything while staying in a great, friendly neighborhood. \n\nThe house has 2 bedrooms with two queen sized beds. TV and Roku with Amazon Prime, Netflix and HBO Now accounts, wifi, linens, basic toiletries and fully equipped kitchen provided. Steps from Hancock Golf Course, golf or run the trail. Only 3 blocks from 24 Hour Fitness. \n\nYou have full access to the front yard and driveway. Enjoy a cup of coffee or cool beverage on the front porch. Backyard is fenced and not included in the rental. We are on site to assist you in the semi-detached back addition.\n\nWe live on site and will be available as much or as little as you would like.\n\nPlease be aware as there has been some confusion occasionally, we live on the property and share 1 wall with the bungalow. We have two dogs and a cat that live on the property.",Hyde Park Bungalow close to UT & DT,https://www.airbnb.com/rooms/347802?location=Brazos%20River%2C%20TX,January,2012,[78751]
9134,50,1,6,Cedar Park,14-Dec,"A 3600 sq ft single family house with 4 private bedrooms to share in Cedar Park. 3 miles to Austin metro rail Lakeline station, get to downtown Austin/UT campus in 25 mins. \nWill also provide Uber services around the city.",Private bedrooms in a model home.,https://www.airbnb.com/rooms/5643002?location=Cedar%20Park%2C%20TX,December,2014,[78613]
9155,635,4,7,Austin,13-Mar,Our beautiful and spacious home is centrally located and finely furnished. Large windows throughout provide natural lighting and it comfortably sleeps 8 (and up to 14). 12 minutes to downtown. Come and come again!,$550 - 4/2.5 - Central Sleeps 10-14,https://www.airbnb.com/rooms/993613?location=Bee%20Cave%2C%20TX,March,2013,[78735]
9156,87,0,4,Austin,16-Apr,"This private, quiet, 800 sq. ft. studio apartment has a Lake Travis view from the kitchen window and is located close to Mansfield Dam park, watercraft rentals, and margaritas at the Oasis. Only 30 min. to downtown Austin. The bathroom has a tub/shower, toilet and sink. The kitchen has stone counter top, full-size refrigerator, microwave, dishwasher, gas stove, pans and utensils. You will enjoy the cable TV and ultra high speed 300 Mbps wireless internet. You may park in the garage too!","Quiet, Comfy Garage Apartment",https://www.airbnb.com/rooms/13128065?location=Cedar%20Park%2C%20TX,April,2016,[78734]
9161,575,4,5,Austin,15-Mar,"Our cool and comfortable 4 Master bedroom with exposed accent wall has a true city feeling! It comfortably fits dozen and is centrally located on a quiet street, just 4 mile from NLAND Surf Park, Austin Airport, COTA(F1 Track). 6th st; univ of Texas.",Cozy Spacious House | 4br,https://www.airbnb.com/rooms/5757067?location=Cedar%20Creek%2C%20TX,March,2015,[78617]
9172,50,1,7,Kyle,16-Jul,My place is close to nightlife and the airport.,Lovely Room Near Austin and San Marcos,https://www.airbnb.com/rooms/13843791?location=Buda%2C%20TX,July,2016,[78640]
9190,199,1,3,Austin,16-Sep,"Wide open Texas space allows for privacy and comfort while doing business in Austin or the Hill Country. Situated just outside the Austin City Limits -- 11 miles to Downtown, be close to many popular Austin destinations while also enjoying the peace of a large space with wide open porches in order to start and end each business day in country quiet.",Better Business Barn,https://www.airbnb.com/rooms/19430770?location=Bee%20Cave%2C%20TX,September,2016,[78736]
9196,73,0,8,Austin,17-Mar,"A perfect space to connect with other travelers or for groups up to 10, CamperVanAustin provides a funky, community style feel. Boasting 3 restored campers situated around a giant, stone fire pit and lights strung overhead, CamperVanAustin is the ultimate Austin destination. Just 10 minutes to downtown, it's the perfect spot for those seeking the convenience to the city, yet crave a relaxed, outdoor environment to unwind.",Glamp Austin Style in Your Own Miss Daisy!,https://www.airbnb.com/rooms/17625704?location=Cedar%20Park%2C%20TX,March,2017,[78751]
